1558880484753, 1558880484753, 0, 46, 46
1558880485004, 1558880485382, 378, 2, 380
1558880486002, 1558880486054, 52, 1, 53
1558880487004, 1558880487027, 23, 2, 25
1558880488005, 1558880488122, 117, 3, 120
1558880489004, 1558880489055, 51, 2, 53
1558880490004, 1558880490040, 36, 3, 39
1558880491005, 1558880491028, 23, 3, 26
1558880492004, 1558880492020, 16, 2, 18
1558880493005, 1558880493042, 37, 3, 40
1558880494005, 1558880494053, 48, 2, 50
1558880495004, 1558880495049, 45, 2, 47
1558880496004, 1558880496020, 16, 2, 18
1558880497004, 1558880497044, 40, 2, 42
1558880498003, 1558880498048, 45, 2, 47
1558880499005, 1558880499018, 13, 2, 15
1558880500004, 1558880500033, 29, 2, 31
1558880501003, 1558880501022, 19, 1, 20
1558880502004, 1558880502035, 31, 2, 33
1558880503003, 1558880503017, 14, 1, 15
1558880996120, 1558880996120, 0, 57, 57
1558880997004, 1558880997270, 266, 2, 268
1558880998005, 1558880998034, 29, 2, 31
1558880999005, 1558880999051, 46, 2, 48
1558881000003, 1558881000028, 25, 1, 26
1558881001004, 1558881001050, 46, 2, 48
1558881002005, 1558881002045, 40, 2, 42
1558881003005, 1558881003031, 26, 3, 29
1558881004004, 1558881004022, 18, 2, 20
1558881005005, 1558881005040, 35, 3, 38
1558881006004, 1558881006045, 41, 2, 43
1558881007004, 1558881007028, 24, 2, 26
1558881008004, 1558881008018, 14, 2, 16
1558881009004, 1558881009018, 14, 2, 16
1558881010003, 1558881010044, 41, 1, 42
1558881011005, 1558881011039, 34, 2, 36
1558881012004, 1558881012019, 15, 2, 17
1558881013004, 1558881013021, 17, 2, 19
1558881014003, 1558881014040, 37, 2, 39
1558881015003, 1558881015017, 14, 1, 15
1558881016003, 1558881016019, 16, 1, 17
1558881017002, 1558881017019, 17, 1, 18
1558881153981, 1558881153981, 0, 49, 49
1558881154002, 1558881154315, 313, 1, 314
1558881155006, 1558881155043, 37, 4, 41
1558881156002, 1558881156023, 21, 1, 22
1558881157003, 1558881157078, 75, 2, 77
1558881158003, 1558881158078, 75, 3, 78
1558881159005, 1558881159102, 97, 3, 100
1558881160005, 1558881160050, 45, 3, 48
1558881161004, 1558881161145, 141, 3, 144
1558881162002, 1558881162071, 69, 2, 71
1558881163003, 1558881163134, 131, 1, 132
1558881164005, 1558881164038, 33, 4, 37
1558881165003, 1558881165058, 55, 2, 57
1558881166002, 1558881166014, 12, 1, 13
1558881167005, 1558881167055, 50, 3, 53
1558881168005, 1558881168024, 19, 2, 21
1558881169003, 1558881169091, 88, 2, 90
1558881170006, 1558881170103, 97, 4, 101
1558881171004, 1558881171040, 36, 2, 38
1558881172003, 1558881172015, 12, 2, 14
1558881173004, 1558881173058, 54, 2, 56
1558881174002, 1558881174037, 35, 1, 36
1558881175003, 1558881175030, 27, 2, 29
1558881176005, 1558881176013, 8, 3, 11
