1559123763496, 1559123763744, 248, 54, 302
1559123764004, 1559123764095, 91, 2, 93
1559123765002, 1559123765020, 18, 1, 19
1559123766004, 1559123766054, 50, 2, 52
1559123767004, 1559123767034, 30, 2, 32
1559123768005, 1559123768043, 38, 2, 40
1559123769006, 1559123769019, 13, 3, 16
1559123770004, 1559123770038, 34, 2, 36
1559123771003, 1559123771054, 51, 1, 52
1559123772004, 1559123772037, 33, 2, 35
1559123773003, 1559123773017, 14, 1, 15
1559123774004, 1559123774045, 41, 2, 43
1559123775003, 1559123775032, 29, 1, 30
1559123776003, 1559123776039, 36, 1, 37
1559123777003, 1559123777015, 12, 1, 13
1559123778005, 1559123778033, 28, 2, 30
1559123779004, 1559123779034, 30, 2, 32
1559123780004, 1559123780032, 28, 2, 30
1559123781003, 1559123781012, 9, 1, 10
1559123782003, 1559123782017, 14, 1, 15
1559123783004, 1559123783012, 8, 2, 10
1559123784003, 1559123784012, 9, 1, 10
1559123785003, 1559123785013, 10, 1, 11
1559123786003, 1559123786025, 22, 1, 23
1559123787003, 1559123787017, 14, 2, 16
1559123847968, 1559123848276, 308, 50, 358
1559123848278, 1559123848304, 26, 1, 27
1559123849005, 1559123849054, 49, 2, 51
1559123850002, 1559123850013, 11, 1, 12
1559123851005, 1559123851049, 44, 2, 46
1559123852004, 1559123852046, 42, 2, 44
1559123853005, 1559123853022, 17, 2, 19
1559123854003, 1559123854038, 35, 2, 37
1559123855004, 1559123855058, 54, 2, 56
1559123856005, 1559123856038, 33, 2, 35
1559123857004, 1559123857039, 35, 2, 37
1559123858004, 1559123858046, 42, 2, 44
1559123859003, 1559123859042, 39, 1, 40
1559123952625, 1559123952883, 258, 53, 311
1559123953004, 1559123953059, 55, 2, 57
1559123954002, 1559123954044, 42, 1, 43
1559123955004, 1559123955049, 45, 2, 47
1559123956005, 1559123956039, 34, 3, 37
1559123957004, 1559123957058, 54, 2, 56
1559123958004, 1559123958045, 41, 2, 43
1559123959004, 1559123959018, 14, 2, 16
1559123960003, 1559123960039, 36, 1, 37
1559123961004, 1559123961027, 23, 2, 25
1559123962004, 1559123962014, 10, 2, 12
1559123963004, 1559123963018, 14, 2, 16
1559123964004, 1559123964045, 41, 2, 43
1559123965003, 1559123965036, 33, 1, 34
1559123966003, 1559123966035, 32, 2, 34
1559124060559, 1559124060810, 251, 55, 306
1559124061004, 1559124061073, 69, 2, 71
1559124062002, 1559124062014, 12, 1, 13
1559124063005, 1559124063036, 31, 2, 33
1559124064005, 1559124064046, 41, 2, 43
1559124065005, 1559124065055, 50, 2, 52
1559124066003, 1559124066020, 17, 2, 19
1559124067004, 1559124067037, 33, 2, 35
1559124068004, 1559124068051, 47, 1, 48
1559124069004, 1559124069038, 34, 2, 36
1559124070005, 1559124070017, 12, 2, 14
1559124071004, 1559124071024, 20, 2, 22
1559124072004, 1559124072016, 12, 2, 14
1559124185848, 1559124186192, 344, 53, 397
1559124186193, 1559124186212, 19, 1, 20
1559124187004, 1559124187018, 14, 2, 16
1559124188002, 1559124188020, 18, 1, 19
1559124189005, 1559124189075, 70, 2, 72
1559124190005, 1559124190020, 15, 2, 17
1559124191005, 1559124191019, 14, 2, 16
1559124192004, 1559124192016, 12, 2, 14
1559124193002, 1559124193034, 32, 1, 33
1559124194004, 1559124194052, 48, 2, 50
1559124195004, 1559124195018, 14, 2, 16
1559124196004, 1559124196041, 37, 2, 39
1559124197003, 1559124197029, 26, 1, 27
1559124198004, 1559124198021, 17, 2, 19
1559124199003, 1559124199030, 27, 1, 28
1559124200005, 1559124200035, 30, 2, 32
1559124201003, 1559124201038, 35, 2, 37
1559124202003, 1559124202013, 10, 1, 11
1559124203001, 1559124203026, 25, 0, 25
1559124204003, 1559124204012, 9, 1, 10
1559124205001, 1559124205010, 9, 1, 10
1559124936544, 1559124936971, 427, 86, 513
1559124937002, 1559124937025, 23, 1, 24
1559124938002, 1559124938068, 66, 1, 67
1559124939005, 1559124939035, 30, 2, 32
1559124940004, 1559124940039, 35, 2, 37
1559124941006, 1559124941018, 12, 3, 15
1559124942005, 1559124942042, 37, 2, 39
1559124943006, 1559124943036, 30, 3, 33
1559124944005, 1559124944039, 34, 2, 36
1559124945005, 1559124945057, 52, 1, 53
1559124946002, 1559124946020, 18, 1, 19
1559124947006, 1559124947042, 36, 3, 39
1559124948004, 1559124948034, 30, 2, 32
1559124949006, 1559124949038, 32, 3, 35
1559124950004, 1559124950035, 31, 2, 33
1559124951006, 1559124951031, 25, 2, 27
1559124952003, 1559124952027, 24, 1, 25
1559124953005, 1559124953021, 16, 2, 18
1559124954004, 1559124954035, 31, 2, 33
1559124955003, 1559124955024, 21, 1, 22
1559124956004, 1559124956022, 18, 2, 20
1559124957004, 1559124957023, 19, 2, 21
1559124958003, 1559124958013, 10, 1, 11
1559124959003, 1559124959013, 10, 1, 11
1559124960003, 1559124960014, 11, 1, 12
1559124961004, 1559124961017, 13, 2, 15
1559124962002, 1559124962019, 17, 1, 18
1559124963003, 1559124963018, 15, 2, 17
1559124964003, 1559124964024, 21, 2, 23
1559124965003, 1559124965025, 22, 2, 24
1559124966003, 1559124966019, 16, 2, 18
1559124967002, 1559124967013, 11, 2, 13
1559124968003, 1559124968016, 13, 1, 14
1559124969003, 1559124969024, 21, 1, 22
1559124970003, 1559124970029, 26, 2, 28
1559124971003, 1559124971020, 17, 2, 19
1559124972002, 1559124972025, 23, 1, 24
1559124973001, 1559124973006, 5, 1, 6
1559124974003, 1559124974010, 7, 1, 8
1559124988825, 1559124989139, 314, 63, 377
1559124989149, 1559124989188, 39, 1, 40
1559124990004, 1559124990037, 33, 2, 35
1559124991005, 1559124991123, 118, 1, 119
1559124992003, 1559124992102, 99, 1, 100
1559124993005, 1559124993059, 54, 1, 55
1559124994005, 1559124994064, 59, 2, 61
1559124995004, 1559124995049, 45, 2, 47
1559124996002, 1559124996068, 66, 0, 66
1559124997004, 1559124997058, 54, 2, 56
1559124998004, 1559124998046, 42, 2, 44
1559124999001, 1559124999014, 13, 1, 14
1559125000003, 1559125000040, 37, 1, 38
1559125001001, 1559125001052, 51, 1, 52
1559125002004, 1559125002038, 34, 2, 36
1559125003002, 1559125003011, 9, 1, 10
1559125004001, 1559125004022, 21, 1, 22
1559125005003, 1559125005034, 31, 1, 32
1559125006003, 1559125006027, 24, 1, 25
1559125051699, 1559125051970, 271, 45, 316
1559125052002, 1559125052057, 55, 1, 56
1559125053002, 1559125053043, 41, 1, 42
1559125054005, 1559125054056, 51, 3, 54
1559125055002, 1559125055047, 45, 1, 46
1559125056003, 1559125056030, 27, 1, 28
1559125057004, 1559125057043, 39, 2, 41
1559125058004, 1559125058036, 32, 2, 34
1559125059004, 1559125059064, 60, 1, 61
1559125060004, 1559125060053, 49, 1, 50
1559125061004, 1559125061038, 34, 2, 36
1559125062005, 1559125062036, 31, 3, 34
1559125063003, 1559125063034, 31, 2, 33
1559125064004, 1559125064053, 49, 2, 51
1559125065001, 1559125065027, 26, 1, 27
1559125066002, 1559125066017, 15, 1, 16
1559125067004, 1559125067045, 41, 1, 42
1559125068004, 1559125068022, 18, 2, 20
1559125069003, 1559125069027, 24, 1, 25
1559125070002, 1559125070014, 12, 1, 13
1559125071003, 1559125071023, 20, 1, 21
